time(s),hip_angle(deg),hip_velocity(deg/s)
0.438000,1.857936,-0.404125
0.438500,1.857733,-0.406588
0.439000,1.857529,-0.409064
0.439500,1.857323,-0.411554
0.440000,1.857116,-0.414058
0.440500,1.856907,-0.416575
0.441000,1.856698,-0.419105
0.441500,1.856487,-0.421648
0.442000,1.856275,-0.424205
0.442500,1.856062,-0.426774
0.443000,1.855847,-0.429357
0.443500,1.855631,-0.431952
0.444000,1.855414,-0.434559
0.444500,1.855195,-0.437179
0.445000,1.854975,-0.439812
0.445500,1.854754,-0.442457
0.446000,1.854531,-0.445114
0.446500,1.854307,-0.447783
0.447000,1.854082,-0.450464
0.447500,1.853856,-0.453157
0.448000,1.853628,-0.455862
0.448500,1.853398,-0.458579
0.449000,1.853168,-0.461307
0.449500,1.852936,-0.464046
0.450000,1.852702,-0.466797
0.450500,1.852468,-0.469559
0.451000,1.852231,-0.472333
0.451500,1.851994,-0.475117
0.452000,1.851755,-0.477913
0.452500,1.851515,-0.480719
0.453000,1.851273,-0.483537
0.453500,1.851030,-0.486365
0.454000,1.850785,-0.489203
0.454500,1.850539,-0.492052
0.455000,1.850292,-0.494912
0.455500,1.850043,-0.497781
0.456000,1.849792,-0.500661
0.456500,1.849541,-0.503552
0.457000,1.849287,-0.506452
0.457500,1.849033,-0.509362
0.458000,1.848776,-0.512282
0.458500,1.848519,-0.515212
0.459000,1.848260,-0.518151
0.459500,1.847999,-0.521100
0.460000,1.847737,-0.524059
0.460500,1.847474,-0.527027
0.461000,1.847209,-0.530004
0.461500,1.846942,-0.532991
0.462000,1.846674,-0.535986
0.462500,1.846405,-0.538991
0.463000,1.846134,-0.542005
0.463500,1.845861,-0.545028
0.464000,1.845587,-0.548059
0.464500,1.845312,-0.551099
0.465000,1.845035,-0.554148
0.465500,1.844756,-0.557205
0.466000,1.844476,-0.560271
0.466500,1.844194,-0.563346
0.467000,1.843911,-0.566428
0.467500,1.843626,-0.569519
0.468000,1.843340,-0.572618
0.468500,1.843052,-0.575725
0.469000,1.842763,-0.578840
0.469500,1.842472,-0.581963
0.470000,1.842179,-0.585093
0.470500,1.841885,-0.588232
0.471000,1.841589,-0.591378
0.471500,1.841292,-0.594532
0.472000,1.840993,-0.597693
0.472500,1.840693,-0.600862
0.473000,1.840391,-0.604038
0.473500,1.840087,-0.607221
0.474000,1.839782,-0.610411
0.474500,1.839475,-0.613609
0.475000,1.839167,-0.616814
0.475500,1.838857,-0.620025
0.476000,1.838545,-0.623244
0.476500,1.838232,-0.626470
0.477000,1.837917,-0.629702
0.477500,1.837600,-0.632941
0.478000,1.837282,-0.636186
0.478500,1.836963,-0.639438
0.479000,1.836641,-0.642697
0.479500,1.836318,-0.645962
0.480000,1.835994,-0.649233
0.480500,1.835667,-0.652510
0.481000,1.835340,-0.655794
0.481500,1.835010,-0.659084
0.482000,1.834679,-0.662380
0.482500,1.834346,-0.665682
0.483000,1.834011,-0.668990
0.483500,1.833675,-0.672303
0.484000,1.833338,-0.675623
0.484500,1.832998,-0.678948
0.485000,1.832657,-0.682279
0.485500,1.832314,-0.685615
0.486000,1.831970,-0.688957
0.486500,1.831623,-0.692304
0.487000,1.831276,-0.695657
0.487500,1.830926,-0.699015
0.488000,1.830575,-0.702378
0.488500,1.830222,-0.705747
0.489000,1.829867,-0.709120
0.489500,1.829511,-0.712499
0.490000,1.829153,-0.715883
0.490500,1.828794,-0.719271
0.491000,1.828432,-0.722665
0.491500,1.828069,-0.726063
0.492000,1.827705,-0.729466
0.492500,1.827338,-0.732874
0.493000,1.826970,-0.736287
0.493500,1.826600,-0.739704
0.494000,1.826229,-0.743125
0.494500,1.825855,-0.746551
0.495000,1.825480,-0.749981
0.495500,1.825104,-0.753416
0.496000,1.824725,-0.756855
0.496500,1.824345,-0.760298
0.497000,1.823963,-0.763745
0.497500,1.823580,-0.767197
0.498000,1.823194,-0.770652
0.498500,1.822807,-0.774112
0.499000,1.822418,-0.777575
0.499500,1.822028,-0.781042
0.500000,1.821636,-0.784514
0.500500,1.821242,-0.787988
0.501000,1.820846,-0.791467
0.501500,1.820448,-0.794949
0.502000,1.820049,-0.798435
0.502500,1.819648,-0.801924
0.503000,1.819246,-0.805417
0.503500,1.818841,-0.808913
0.504000,1.818435,-0.812413
0.504500,1.818027,-0.815916
0.505000,1.817617,-0.819422
0.505500,1.817206,-0.822932
0.506000,1.816792,-0.826444
0.506500,1.816378,-0.829960
0.507000,1.815961,-0.833479
0.507500,1.815542,-0.837001
0.508000,1.815122,-0.840525
0.508500,1.814700,-0.844053
0.509000,1.814276,-0.847584
0.509500,1.813851,-0.851117
0.510000,1.813423,-0.854653
0.510500,1.812994,-0.858192
0.511000,1.812563,-0.861733
0.511500,1.812131,-0.865278
0.512000,1.811696,-0.868824
0.512500,1.811260,-0.872373
0.513000,1.810822,-0.875925
0.513500,1.810382,-0.879479
0.514000,1.809941,-0.883036
0.514500,1.809498,-0.886594
0.515000,1.809053,-0.890156
0.515500,1.808606,-0.893719
0.516000,1.808157,-0.897284
0.516500,1.807707,-0.900852
0.517000,1.807254,-0.904422
0.517500,1.806800,-0.907993
0.518000,1.806345,-0.911567
0.518500,1.805887,-0.915143
0.519000,1.805428,-0.918720
0.519500,1.804967,-0.922300
0.520000,1.804504,-0.925881
0.520500,1.804039,-0.929464
0.521000,1.803572,-0.933049
0.521500,1.803104,-0.936636
0.522000,1.802634,-0.940224
0.522500,1.802162,-0.943814
0.523000,1.801688,-0.947405
0.523500,1.801213,-0.950998
0.524000,1.800735,-0.954592
0.524500,1.800256,-0.958188
0.525000,1.799775,-0.961785
0.525500,1.799293,-0.965383
0.526000,1.798808,-0.968983
0.526500,1.798322,-0.972584
0.527000,1.797834,-0.976187
0.527500,1.797344,-0.979790
0.528000,1.796852,-0.983395
0.528500,1.796359,-0.987000
0.529000,1.795864,-0.990607
0.529500,1.795366,-0.994215
0.530000,1.794868,-0.997824
0.530500,1.794367,-1.001434
0.531000,1.793864,-1.005044
0.531500,1.793360,-1.008656
0.532000,1.792854,-1.012268
0.532500,1.792346,-1.015881
0.533000,1.791836,-1.019495
0.533500,1.791325,-1.023110
0.534000,1.790811,-1.026725
0.534500,1.790296,-1.030341
0.535000,1.789779,-1.033957
0.535500,1.789260,-1.037574
0.536000,1.788740,-1.041192
0.536500,1.788217,-1.044810
0.537000,1.787693,-1.048429
0.537500,1.787167,-1.052048
0.538000,1.786639,-1.055667
0.538500,1.786110,-1.059287
0.539000,1.785578,-1.062907
0.539500,1.785045,-1.066527
0.540000,1.784510,-1.070148
0.540500,1.783973,-1.073768
0.541000,1.783434,-1.077389
0.541500,1.782894,-1.081010
0.542000,1.782351,-1.084631
0.542500,1.781807,-1.088253
0.543000,1.781261,-1.091874
0.543500,1.780714,-1.095495
0.544000,1.780164,-1.099116
0.544500,1.779613,-1.102737
0.545000,1.779059,-1.106358
0.545500,1.778504,-1.109979
0.546000,1.777948,-1.113600
0.546500,1.777389,-1.117220
0.547000,1.776829,-1.120841
0.547500,1.776266,-1.124461
0.548000,1.775702,-1.128080
0.548500,1.775137,-1.131700
0.549000,1.774569,-1.135319
0.549500,1.773999,-1.138938
0.550000,1.773428,-1.142556
0.550500,1.772855,-1.146174
0.551000,1.772280,-1.149791
0.551500,1.771703,-1.153408
0.552000,1.771125,-1.157024
0.552500,1.770545,-1.160639
0.553000,1.769962,-1.164254
0.553500,1.769379,-1.167869
0.554000,1.768793,-1.171483
0.554500,1.768205,-1.175096
0.555000,1.767616,-1.178708
0.555500,1.767025,-1.182319
0.556000,1.766432,-1.185930
0.556500,1.765837,-1.189540
0.557000,1.765240,-1.193149
0.557500,1.764642,-1.196757
0.558000,1.764042,-1.200365
0.558500,1.763440,-1.203971
0.559000,1.762836,-1.207577
0.559500,1.762230,-1.211181
0.560000,1.761623,-1.214785
0.560500,1.761014,-1.218387
0.561000,1.760403,-1.221988
0.561500,1.759790,-1.225589
0.562000,1.759176,-1.229188
0.562500,1.758559,-1.232786
0.563000,1.757941,-1.236382
0.563500,1.757321,-1.239978
0.564000,1.756699,-1.243572
0.564500,1.756076,-1.247165
0.565000,1.755450,-1.250757
0.565500,1.754823,-1.254348
0.566000,1.754194,-1.257937
0.566500,1.753563,-1.261525
0.567000,1.752931,-1.265111
0.567500,1.752296,-1.268696
0.568000,1.751660,-1.272280
0.568500,1.751022,-1.275862
0.569000,1.750383,-1.279443
0.569500,1.749741,-1.283022
0.570000,1.749098,-1.286599
0.570500,1.748453,-1.290175
0.571000,1.747806,-1.293750
0.571500,1.747157,-1.297322
0.572000,1.746507,-1.300894
0.572500,1.745854,-1.304463
0.573000,1.745200,-1.308031
0.573500,1.744545,-1.311597
0.574000,1.743887,-1.315162
0.574500,1.743228,-1.318724
0.575000,1.742567,-1.322285
0.575500,1.741904,-1.325844
0.576000,1.741239,-1.329401
0.576500,1.740572,-1.332957
0.577000,1.739904,-1.336510
0.577500,1.739234,-1.340062
0.578000,1.738562,-1.343612
0.578500,1.737889,-1.347159
0.579000,1.737213,-1.350705
0.579500,1.736536,-1.354249
0.580000,1.735857,-1.357791
0.580500,1.735177,-1.361331
0.581000,1.734494,-1.364869
0.581500,1.733810,-1.368404
0.582000,1.733124,-1.371938
0.582500,1.732436,-1.375469
0.583000,1.731747,-1.378999
0.583500,1.731056,-1.382526
0.584000,1.730363,-1.386051
0.584500,1.729668,-1.389574
0.585000,1.728971,-1.393095
0.585500,1.728273,-1.396613
0.586000,1.727573,-1.400129
0.586500,1.726871,-1.403643
0.587000,1.726168,-1.407155
0.587500,1.725462,-1.410664
0.588000,1.724755,-1.414171
0.588500,1.724046,-1.417675
0.589000,1.723336,-1.421178
0.589500,1.722623,-1.424677
0.590000,1.721909,-1.428175
0.590500,1.721193,-1.431670
0.591000,1.720476,-1.435162
0.591500,1.719757,-1.438652
0.592000,1.719035,-1.442140
0.592500,1.718313,-1.445625
0.593000,1.717588,-1.449107
0.593500,1.716862,-1.452587
0.594000,1.716134,-1.456064
0.594500,1.715404,-1.459539
0.595000,1.714672,-1.463011
0.595500,1.713939,-1.466481
0.596000,1.713204,-1.469948
0.596500,1.712468,-1.473412
0.597000,1.711729,-1.476874
0.597500,1.710989,-1.480333
0.598000,1.710247,-1.483789
0.598500,1.709503,-1.487242
0.599000,1.708758,-1.490693
0.599500,1.708011,-1.494141
0.600000,1.707262,-1.497586
0.600500,1.706512,-1.501028
0.601000,1.705759,-1.504468
0.601500,1.705006,-1.507904
0.602000,1.704250,-1.511338
0.602500,1.703492,-1.514769
0.603000,1.702733,-1.518197
0.603500,1.701973,-1.521623
0.604000,1.701210,-1.525045
0.604500,1.700446,-1.528464
0.605000,1.699680,-1.531881
0.605500,1.698912,-1.535294
0.606000,1.698143,-1.538704
0.606500,1.697372,-1.542112
0.607000,1.696599,-1.545516
0.607500,1.695825,-1.548918
0.608000,1.695048,-1.552316
0.608500,1.694271,-1.555711
0.609000,1.693491,-1.559104
0.609500,1.692710,-1.562493
0.610000,1.691927,-1.565879
0.610500,1.691142,-1.569262
0.611000,1.690356,-1.572642
0.611500,1.689568,-1.576018
0.612000,1.688778,-1.579392
0.612500,1.687987,-1.582762
0.613000,1.687194,-1.586129
0.613500,1.686399,-1.589493
0.614000,1.685603,-1.592853
0.614500,1.684804,-1.596211
0.615000,1.684005,-1.599565
0.615500,1.683203,-1.602916
0.616000,1.682400,-1.606264
0.616500,1.681595,-1.609608
0.617000,1.680789,-1.612949
0.617500,1.679981,-1.616286
0.618000,1.679171,-1.619621
0.618500,1.678359,-1.622952
0.619000,1.677546,-1.626279
0.619500,1.676731,-1.629604
0.620000,1.675915,-1.632924
0.620500,1.675097,-1.636242
0.621000,1.674277,-1.639556
0.621500,1.673456,-1.642867
0.622000,1.672633,-1.646174
0.622500,1.671808,-1.649477
0.623000,1.670981,-1.652778
0.623500,1.670153,-1.656074
0.624000,1.669324,-1.659368
0.624500,1.668492,-1.662657
0.625000,1.667659,-1.665943
0.625500,1.666825,-1.669226
0.626000,1.665989,-1.672505
0.626500,1.665151,-1.675781
0.627000,1.664311,-1.679053
0.627500,1.663470,-1.682321
0.628000,1.662627,-1.685586
0.628500,1.661783,-1.688847
0.629000,1.660937,-1.692105
0.629500,1.660089,-1.695359
0.630000,1.659240,-1.698609
0.630500,1.658389,-1.701856
0.631000,1.657536,-1.705099
0.631500,1.656682,-1.708338
0.632000,1.655826,-1.711573
0.632500,1.654969,-1.714805
0.633000,1.654110,-1.718034
0.633500,1.653249,-1.721258
0.634000,1.652387,-1.724479
0.634500,1.651523,-1.727696
0.635000,1.650658,-1.730909
0.635500,1.649791,-1.734118
0.636000,1.648922,-1.737324
0.636500,1.648052,-1.740526
0.637000,1.647180,-1.743724
0.637500,1.646306,-1.746918
0.638000,1.645431,-1.750109
0.638500,1.644555,-1.753295
0.639000,1.643676,-1.756478
0.639500,1.642797,-1.759657
0.640000,1.641915,-1.762832
0.640500,1.641032,-1.766003
0.641000,1.640148,-1.769170
0.641500,1.639261,-1.772334
0.642000,1.638374,-1.775493
0.642500,1.637484,-1.778649
0.643000,1.636593,-1.781800
0.643500,1.635701,-1.784948
0.644000,1.634807,-1.788092
0.644500,1.633911,-1.791231
0.645000,1.633014,-1.794367
0.645500,1.632115,-1.797499
0.646000,1.631215,-1.800627
0.646500,1.630313,-1.803751
0.647000,1.629410,-1.806870
0.647500,1.628505,-1.809986
0.648000,1.627598,-1.813098
0.648500,1.626690,-1.816206
0.649000,1.625780,-1.819309
0.649500,1.624869,-1.822409
0.650000,1.623957,-1.825505
0.650500,1.623042,-1.828596
0.651000,1.622126,-1.831684
0.651500,1.621209,-1.834767
0.652000,1.620290,-1.837846
0.652500,1.619370,-1.840921
0.653000,1.618448,-1.843992
0.653500,1.617524,-1.847059
0.654000,1.616599,-1.850122
0.654500,1.615672,-1.853181
0.655000,1.614744,-1.856235
0.655500,1.613815,-1.859286
0.656000,1.612884,-1.862332
0.656500,1.611951,-1.865374
0.657000,1.611017,-1.868412
0.657500,1.610081,-1.871445
0.658000,1.609144,-1.874475
0.658500,1.608205,-1.877500
0.659000,1.607265,-1.880521
0.659500,1.606323,-1.883538
0.660000,1.605380,-1.886550
0.660500,1.604435,-1.889559
0.661000,1.603489,-1.892563
0.661500,1.602541,-1.895562
0.662000,1.601592,-1.898558
0.662500,1.600641,-1.901549
0.663000,1.599688,-1.904536
0.663500,1.598735,-1.907519
0.664000,1.597779,-1.910497
0.664500,1.596823,-1.913471
0.665000,1.595864,-1.916441
0.665500,1.594905,-1.919407
0.666000,1.593944,-1.922368
0.666500,1.592981,-1.925325
0.667000,1.592017,-1.928277
0.667500,1.591051,-1.931225
0.668000,1.590084,-1.934169
0.668500,1.589116,-1.937109
0.669000,1.588146,-1.940044
0.669500,1.587174,-1.942974
0.670000,1.586201,-1.945901
0.670500,1.585227,-1.948823
0.671000,1.584251,-1.951740
0.671500,1.583273,-1.954653
0.672000,1.582295,-1.957562
0.672500,1.581314,-1.960466
0.673000,1.580333,-1.963366
0.673500,1.579350,-1.966262
0.674000,1.578365,-1.969153
0.674500,1.577379,-1.972040
0.675000,1.576392,-1.974922
0.675500,1.575403,-1.977799
0.676000,1.574412,-1.980673
0.676500,1.573421,-1.983542
0.677000,1.572427,-1.986406
0.677500,1.571433,-1.989266
0.678000,1.570437,-1.992121
0.678500,1.569439,-1.994972
0.679000,1.568440,-1.997818
0.679500,1.567440,-2.000660
0.680000,1.566438,-2.003498
0.680500,1.565435,-2.006330
0.681000,1.564430,-2.009159
0.681500,1.563424,-2.011983
0.682000,1.562417,-2.014802
0.682500,1.561408,-2.017617
0.683000,1.560398,-2.020427
0.683500,1.559386,-2.023233
0.684000,1.558373,-2.026034
0.684500,1.557359,-2.028830
0.685000,1.556343,-2.031622
0.685500,1.555326,-2.034410
0.686000,1.554307,-2.037192
0.686500,1.553287,-2.039971
0.687000,1.552266,-2.042744
0.687500,1.551243,-2.045514
0.688000,1.550219,-2.048278
0.688500,1.549194,-2.051038
0.689000,1.548167,-2.053793
0.689500,1.547138,-2.056544
0.690000,1.546109,-2.059290
0.690500,1.545078,-2.062031
0.691000,1.544045,-2.064768
0.691500,1.543012,-2.067500
0.692000,1.541977,-2.070228
0.692500,1.540940,-2.072951
0.693000,1.539902,-2.075669
0.693500,1.538863,-2.078383
0.694000,1.537823,-2.081092
0.694500,1.536781,-2.083796
0.695000,1.535737,-2.086496
0.695500,1.534693,-2.089191
0.696000,1.533647,-2.091881
0.696500,1.532600,-2.094566
0.697000,1.531551,-2.097247
0.697500,1.530501,-2.099924
0.698000,1.529450,-2.102595
0.698500,1.528397,-2.105262
0.699000,1.527343,-2.107924
0.699500,1.526288,-2.110582
0.700000,1.525231,-2.113234
0.700500,1.524173,-2.115882
0.701000,1.523114,-2.118526
0.701500,1.522053,-2.121164
0.702000,1.520991,-2.123798
0.702500,1.519928,-2.126427
0.703000,1.518864,-2.129052
0.703500,1.517798,-2.131671
0.704000,1.516731,-2.134286
0.704500,1.515662,-2.136896
0.705000,1.514593,-2.139502
0.705500,1.513522,-2.142102
0.706000,1.512449,-2.144698
0.706500,1.511376,-2.147289
0.707000,1.510301,-2.149876
0.707500,1.509224,-2.152457
0.708000,1.508147,-2.155034
0.708500,1.507068,-2.157606
0.709000,1.505988,-2.160173
0.709500,1.504907,-2.162736
0.710000,1.503824,-2.165294
0.710500,1.502740,-2.167847
0.711000,1.501655,-2.170395
0.711500,1.500568,-2.172938
0.712000,1.499481,-2.175476
0.712500,1.498392,-2.178010
0.713000,1.497301,-2.180539
0.713500,1.496210,-2.183063
0.714000,1.495117,-2.185582
0.714500,1.494023,-2.188097
0.715000,1.492928,-2.190606
0.715500,1.491831,-2.193111
0.716000,1.490733,-2.195611
0.716500,1.489634,-2.198106
0.717000,1.488534,-2.200597
0.717500,1.487432,-2.203082
0.718000,1.486330,-2.205563
0.718500,1.485226,-2.208039
0.719000,1.484120,-2.210510
0.719500,1.483014,-2.212976
0.720000,1.481906,-2.215437
0.720500,1.480797,-2.217893
0.721000,1.479687,-2.220345
0.721500,1.478576,-2.222791
0.722000,1.477463,-2.225233
0.722500,1.476349,-2.227670
0.723000,1.475234,-2.230102
0.723500,1.474118,-2.232529
0.724000,1.473000,-2.234952
0.724500,1.471882,-2.237369
0.725000,1.470762,-2.239782
0.725500,1.469641,-2.242189
0.726000,1.468518,-2.244592
0.726500,1.467395,-2.246990
0.727000,1.466270,-2.249383
0.727500,1.465144,-2.251771
0.728000,1.464017,-2.254154
0.728500,1.462889,-2.256533
0.729000,1.461760,-2.258906
0.729500,1.460629,-2.261275
0.730000,1.459497,-2.263638
0.730500,1.458364,-2.265997
0.731000,1.457230,-2.268351
0.731500,1.456095,-2.270700
0.732000,1.454958,-2.273044
0.732500,1.453820,-2.275383
0.733000,1.452681,-2.277717
0.733500,1.451541,-2.280046
0.734000,1.450400,-2.282370
0.734500,1.449258,-2.284690
0.735000,1.448114,-2.287004
0.735500,1.446970,-2.289314
0.736000,1.445824,-2.291618
0.736500,1.444677,-2.293918
0.737000,1.443529,-2.296212
0.737500,1.442380,-2.298502
0.738000,1.441229,-2.300787
0.738500,1.440078,-2.303067
0.739000,1.438925,-2.305342
0.739500,1.437771,-2.307612
0.740000,1.436616,-2.309877
0.740500,1.435460,-2.312137
0.741000,1.434303,-2.314392
0.741500,1.433145,-2.316642
0.742000,1.431985,-2.318888
0.742500,1.430825,-2.321128
0.743000,1.429663,-2.323363
0.743500,1.428500,-2.325594
0.744000,1.427336,-2.327819
0.744500,1.426171,-2.330039
0.745000,1.425005,-2.332255
0.745500,1.423838,-2.334465
0.746000,1.422670,-2.336671
0.746500,1.421500,-2.338872
0.747000,1.420330,-2.341067
0.747500,1.419158,-2.343258
0.748000,1.417985,-2.345444
0.748500,1.416811,-2.347624
0.749000,1.415637,-2.349800
0.749500,1.414461,-2.351971
0.750000,1.413284,-2.354136
0.750500,1.412105,-2.356297
0.751000,1.410926,-2.358453
0.751500,1.409746,-2.360604
0.752000,1.408564,-2.362750
0.752500,1.407382,-2.364891
0.753000,1.406199,-2.367026
0.753500,1.405014,-2.369157
0.754000,1.403828,-2.371283
0.754500,1.402642,-2.373404
0.755000,1.401454,-2.375520
0.755500,1.400265,-2.377631
0.756000,1.399075,-2.379737
0.756500,1.397884,-2.381838
0.757000,1.396692,-2.383934
0.757500,1.395499,-2.386025
0.758000,1.394305,-2.388111
0.758500,1.393110,-2.390192
0.759000,1.391914,-2.392268
0.759500,1.390717,-2.394339
0.760000,1.389519,-2.396405
0.760500,1.388319,-2.398466
0.761000,1.387119,-2.400521
0.761500,1.385918,-2.402572
0.762000,1.384716,-2.404618
0.762500,1.383512,-2.406659
0.763000,1.382308,-2.408695
0.763500,1.381102,-2.410726
0.764000,1.379896,-2.412752
0.764500,1.378689,-2.414773
0.765000,1.377480,-2.416789
0.765500,1.376271,-2.418800
0.766000,1.375061,-2.420806
0.766500,1.373849,-2.422807
0.767000,1.372637,-2.424803
0.767500,1.371423,-2.426793
0.768000,1.370209,-2.428779
0.768500,1.368994,-2.430760
0.769000,1.367777,-2.432736
0.769500,1.366560,-2.434707
0.770000,1.365341,-2.436673
0.770500,1.364122,-2.438633
0.771000,1.362902,-2.440589
0.771500,1.361681,-2.442540
0.772000,1.360458,-2.444486
0.772500,1.359235,-2.446426
0.773000,1.358011,-2.448362
0.773500,1.356786,-2.450293
0.774000,1.355560,-2.452218
0.774500,1.354333,-2.454139
0.775000,1.353105,-2.456055
0.775500,1.351876,-2.457965
0.776000,1.350646,-2.459871
0.776500,1.349415,-2.461772
0.777000,1.348183,-2.463667
0.777500,1.346950,-2.465558
0.778000,1.345716,-2.467443
0.778500,1.344482,-2.469324
0.779000,1.343246,-2.471199
0.779500,1.342010,-2.473070
0.780000,1.340772,-2.474935
0.780500,1.339534,-2.476796
0.781000,1.338294,-2.478651
0.781500,1.337054,-2.480501
0.782000,1.335813,-2.482347
0.782500,1.334571,-2.484187
0.783000,1.333328,-2.486022
0.783500,1.332084,-2.487853
0.784000,1.330839,-2.489678
0.784500,1.329593,-2.491498
0.785000,1.328347,-2.493314
0.785500,1.327099,-2.495124
0.786000,1.325851,-2.496929
0.786500,1.324601,-2.498729
0.787000,1.323351,-2.500524
0.787500,1.322100,-2.502315
0.788000,1.320848,-2.504100
0.788500,1.319595,-2.505880
0.789000,1.318341,-2.507655
0.789500,1.317086,-2.509425
0.790000,1.315831,-2.511190
0.790500,1.314574,-2.512950
0.791000,1.313317,-2.514705
0.791500,1.312059,-2.516455
0.792000,1.310800,-2.518200
0.792500,1.309540,-2.519940
0.793000,1.308279,-2.521675
0.793500,1.307017,-2.523405
0.794000,1.305755,-2.525130
0.794500,1.304491,-2.526850
0.795000,1.303227,-2.528565
0.795500,1.301962,-2.530275
0.796000,1.300696,-2.531979
0.796500,1.299429,-2.533679
0.797000,1.298161,-2.535374
0.797500,1.296893,-2.537064
0.798000,1.295623,-2.538749
0.798500,1.294353,-2.540429
