time(s),ankle_angle(deg),ankle_velocity(deg/s)
0.456500,4.358085,0.462010
0.457000,4.358308,0.447316
0.457500,4.358525,0.432641
0.458000,4.358734,0.417984
0.458500,4.358935,0.403347
0.459000,4.359130,0.388727
0.459500,4.359317,0.374127
0.460000,4.359497,0.359545
0.460500,4.359669,0.344982
0.461000,4.359834,0.330437
0.461500,4.359992,0.315911
0.462000,4.360143,0.301403
0.462500,4.360286,0.286913
0.463000,4.360423,0.272442
0.463500,4.360552,0.257990
0.464000,4.360673,0.243555
0.464500,4.360788,0.229139
0.465000,4.360895,0.214741
0.465500,4.360996,0.200362
0.466000,4.361089,0.186000
0.466500,4.361174,0.171657
0.467000,4.361253,0.157332
0.467500,4.361325,0.143025
0.468000,4.361389,0.128736
0.468500,4.361446,0.114465
0.469000,4.361496,0.100212
0.469500,4.361539,0.085978
0.470000,4.361575,0.071761
0.470500,4.361604,0.057562
0.471000,4.361626,0.043381
0.471500,4.361640,0.029218
0.472000,4.361648,0.015072
0.472500,4.361648,0.000945
0.473000,4.361642,-0.013165
0.473500,4.361628,-0.027256
0.474000,4.361607,-0.041331
0.474500,4.361580,-0.055387
0.475000,4.361545,-0.069426
0.475500,4.361503,-0.083447
0.476000,4.361455,-0.097450
0.476500,4.361399,-0.111436
0.477000,4.361336,-0.125404
0.477500,4.361266,-0.139355
0.478000,4.361190,-0.153288
0.478500,4.361106,-0.167203
0.479000,4.361016,-0.181102
0.479500,4.360918,-0.194982
0.480000,4.360814,-0.208845
0.480500,4.360702,-0.222691
0.481000,4.360584,-0.236520
0.481500,4.360459,-0.250331
0.482000,4.360327,-0.264124
0.482500,4.360188,-0.277901
0.483000,4.360042,-0.291660
0.483500,4.359889,-0.305402
0.484000,4.359730,-0.319126
0.484500,4.359563,-0.332834
0.485000,4.359390,-0.346524
0.485500,4.359210,-0.360197
0.486000,4.359023,-0.373853
0.486500,4.358829,-0.387492
0.487000,4.358629,-0.401113
0.487500,4.358422,-0.414718
0.488000,4.358207,-0.428305
0.488500,4.357986,-0.441876
0.489000,4.357759,-0.455429
0.489500,4.357524,-0.468966
0.490000,4.357283,-0.482485
0.490500,4.357035,-0.495988
0.491000,4.356780,-0.509473
0.491500,4.356519,-0.522942
0.492000,4.356251,-0.536394
0.492500,4.355976,-0.549829
0.493000,4.355694,-0.563247
0.493500,4.355406,-0.576648
0.494000,4.355111,-0.590033
0.494500,4.354809,-0.603400
0.495000,4.354501,-0.616751
0.495500,4.354186,-0.630085
0.496000,4.353864,-0.643403
0.496500,4.353536,-0.656703
0.497000,4.353201,-0.669987
0.497500,4.352859,-0.683255
0.498000,4.352511,-0.696506
0.498500,4.352156,-0.709740
0.499000,4.351794,-0.722957
0.499500,4.351426,-0.736158
0.500000,4.351052,-0.749342
0.500500,4.350670,-0.762510
0.501000,4.350282,-0.775661
0.501500,4.349888,-0.788796
0.502000,4.349487,-0.801914
0.502500,4.349080,-0.815016
0.503000,4.348666,-0.828101
0.503500,4.348245,-0.841170
0.504000,4.347818,-0.854222
0.504500,4.347384,-0.867258
0.505000,4.346944,-0.880278
0.505500,4.346497,-0.893281
0.506000,4.346044,-0.906268
0.506500,4.345585,-0.919238
0.507000,4.345119,-0.932193
0.507500,4.344646,-0.945131
0.508000,4.344167,-0.958052
0.508500,4.343682,-0.970957
0.509000,4.343190,-0.983846
0.509500,4.342691,-0.996719
0.510000,4.342186,-1.009576
0.510500,4.341675,-1.022416
0.511000,4.341158,-1.035240
0.511500,4.340634,-1.048048
0.512000,4.340103,-1.060840
0.512500,4.339566,-1.073616
0.513000,4.339023,-1.086375
0.513500,4.338474,-1.099119
0.514000,4.337918,-1.111846
0.514500,4.337355,-1.124557
0.515000,4.336787,-1.137253
0.515500,4.336212,-1.149932
0.516000,4.335631,-1.162595
0.516500,4.335043,-1.175242
0.517000,4.334449,-1.187873
0.517500,4.333849,-1.200488
0.518000,4.333242,-1.213087
0.518500,4.332629,-1.225670
0.519000,4.332010,-1.238237
0.519500,4.331385,-1.250788
0.520000,4.330753,-1.263324
0.520500,4.330115,-1.275843
0.521000,4.329471,-1.288346
0.521500,4.328821,-1.300834
0.522000,4.328164,-1.313306
0.522500,4.327501,-1.325762
0.523000,4.326832,-1.338202
0.523500,4.326157,-1.350626
0.524000,4.325475,-1.363034
0.524500,4.324787,-1.375427
0.525000,4.324094,-1.387803
0.525500,4.323394,-1.400164
0.526000,4.322687,-1.412510
0.526500,4.321975,-1.424839
0.527000,4.321256,-1.437153
0.527500,4.320532,-1.449451
0.528000,4.319801,-1.461733
0.528500,4.319064,-1.474000
0.529000,4.318321,-1.486250
0.529500,4.317571,-1.498486
0.530000,4.316816,-1.510705
0.530500,4.316054,-1.522909
0.531000,4.315287,-1.535097
0.531500,4.314513,-1.547270
0.532000,4.313734,-1.559427
0.532500,4.312948,-1.571568
0.533000,4.312156,-1.583694
0.533500,4.311358,-1.595804
0.534000,4.310554,-1.607899
0.534500,4.309744,-1.619978
0.535000,4.308928,-1.632041
0.535500,4.308106,-1.644089
0.536000,4.307278,-1.656122
0.536500,4.306444,-1.668139
0.537000,4.305604,-1.680140
0.537500,4.304758,-1.692126
0.538000,4.303906,-1.704096
0.538500,4.303048,-1.716051
0.539000,4.302184,-1.727991
0.539500,4.301314,-1.739915
0.540000,4.300438,-1.751823
0.540500,4.299556,-1.763717
0.541000,4.298668,-1.775594
0.541500,4.297774,-1.787457
0.542000,4.296875,-1.799304
0.542500,4.295969,-1.811135
0.543000,4.295058,-1.822951
0.543500,4.294140,-1.834752
0.544000,4.293217,-1.846538
0.544500,4.292288,-1.858308
0.545000,4.291353,-1.870062
0.545500,4.290412,-1.881802
0.546000,4.289465,-1.893526
0.546500,4.288513,-1.905235
0.547000,4.287554,-1.916928
0.547500,4.286590,-1.928606
0.548000,4.285620,-1.940269
0.548500,4.284644,-1.951917
0.549000,4.283662,-1.963549
0.549500,4.282674,-1.975166
0.550000,4.281681,-1.986768
0.550500,4.280682,-1.998355
0.551000,4.279677,-2.009926
0.551500,4.278666,-2.021482
0.552000,4.277650,-2.033023
0.552500,4.276627,-2.044549
0.553000,4.275599,-2.056060
0.553500,4.274566,-2.067555
0.554000,4.273526,-2.079035
0.554500,4.272481,-2.090500
0.555000,4.271430,-2.101950
0.555500,4.270373,-2.113385
0.556000,4.269311,-2.124805
0.556500,4.268243,-2.136209
0.557000,4.267169,-2.147598
0.557500,4.266089,-2.158973
0.558000,4.265004,-2.170332
0.558500,4.263913,-2.181676
0.559000,4.262817,-2.193005
0.559500,4.261715,-2.204318
0.560000,4.260607,-2.215617
0.560500,4.259493,-2.226901
0.561000,4.258374,-2.238169
0.561500,4.257250,-2.249423
0.562000,4.256119,-2.260661
0.562500,4.254983,-2.271885
0.563000,4.253842,-2.283093
0.563500,4.252695,-2.294287
0.564000,4.251542,-2.305465
0.564500,4.250384,-2.316629
0.565000,4.249220,-2.327777
0.565500,4.248050,-2.338910
0.566000,4.246875,-2.350029
0.566500,4.245695,-2.361132
0.567000,4.244509,-2.372221
0.567500,4.243317,-2.383294
0.568000,4.242120,-2.394353
0.568500,4.240917,-2.405396
0.569000,4.239709,-2.416425
0.569500,4.238495,-2.427439
0.570000,4.237276,-2.438437
0.570500,4.236051,-2.449421
0.571000,4.234821,-2.460390
0.571500,4.233585,-2.471344
0.572000,4.232344,-2.482283
0.572500,4.231098,-2.493208
0.573000,4.229846,-2.504117
0.573500,4.228588,-2.515011
0.574000,4.227325,-2.525891
0.574500,4.226057,-2.536756
0.575000,4.224783,-2.547606
0.575500,4.223504,-2.558441
0.576000,4.222219,-2.569261
0.576500,4.220929,-2.580066
0.577000,4.219634,-2.590856
0.577500,4.218333,-2.601632
0.578000,4.217027,-2.612393
0.578500,4.215715,-2.623139
0.579000,4.214398,-2.633870
0.579500,4.213076,-2.644586
0.580000,4.211748,-2.655288
0.580500,4.210415,-2.665975
0.581000,4.209077,-2.676647
0.581500,4.207733,-2.687304
0.582000,4.206384,-2.697946
0.582500,4.205030,-2.708574
0.583000,4.203670,-2.719187
0.583500,4.202305,-2.729785
0.584000,4.200935,-2.740369
0.584500,4.199560,-2.750937
0.585000,4.198179,-2.761491
0.585500,4.196793,-2.772030
0.586000,4.195402,-2.782555
0.586500,4.194005,-2.793064
0.587000,4.192603,-2.803559
0.587500,4.191196,-2.814040
0.588000,4.189784,-2.824505
0.588500,4.188367,-2.834956
0.589000,4.186944,-2.845392
0.589500,4.185516,-2.855814
0.590000,4.184083,-2.866221
0.590500,4.182645,-2.876613
0.591000,4.181201,-2.886990
0.591500,4.179752,-2.897353
0.592000,4.178299,-2.907701
0.592500,4.176840,-2.918034
0.593000,4.175375,-2.928353
0.593500,4.173906,-2.938657
0.594000,4.172432,-2.948947
0.594500,4.170952,-2.959222
0.595000,4.169467,-2.969482
0.595500,4.167977,-2.979728
0.596000,4.166482,-2.989959
0.596500,4.164982,-3.000175
0.597000,4.163477,-3.010377
0.597500,4.161967,-3.020564
0.598000,4.160452,-3.030736
0.598500,4.158931,-3.040894
0.599000,4.157406,-3.051038
0.599500,4.155875,-3.061166
0.600000,4.154339,-3.071281
0.600500,4.152799,-3.081380
0.601000,4.151253,-3.091465
0.601500,4.149702,-3.101536
0.602000,4.148146,-3.111592
0.602500,4.146586,-3.121633
0.603000,4.145020,-3.131660
0.603500,4.143449,-3.141672
0.604000,4.141873,-3.151670
0.604500,4.140292,-3.161653
0.605000,4.138706,-3.171621
0.605500,4.137116,-3.181575
0.606000,4.135520,-3.191515
0.606500,4.133919,-3.201440
0.607000,4.132313,-3.211350
0.607500,4.130703,-3.221246
0.608000,4.129087,-3.231128
0.608500,4.127467,-3.240995
0.609000,4.125841,-3.250847
0.609500,4.124211,-3.260685
0.610000,4.122576,-3.270509
0.610500,4.120936,-3.280318
0.611000,4.119291,-3.290112
0.611500,4.117641,-3.299892
0.612000,4.115986,-3.309658
0.612500,4.114326,-3.319409
0.613000,4.112661,-3.329146
0.613500,4.110992,-3.338868
0.614000,4.109318,-3.348575
0.614500,4.107639,-3.358269
0.615000,4.105955,-3.367947
0.615500,4.104266,-3.377612
0.616000,4.102572,-3.387262
0.616500,4.100874,-3.396897
0.617000,4.099171,-3.406518
0.617500,4.097462,-3.416125
0.618000,4.095750,-3.425717
0.618500,4.094032,-3.435295
0.619000,4.092310,-3.444858
0.619500,4.090582,-3.454407
0.620000,4.088850,-3.463941
0.620500,4.087114,-3.473462
0.621000,4.085372,-3.482967
0.621500,4.083626,-3.492459
0.622000,4.081875,-3.501936
0.622500,4.080119,-3.511398
0.623000,4.078359,-3.520846
0.623500,4.076594,-3.530280
0.624000,4.074824,-3.539699
0.624500,4.073049,-3.549104
0.625000,4.071270,-3.558495
0.625500,4.069486,-3.567871
0.626000,4.067697,-3.577233
0.626500,4.065904,-3.586581
0.627000,4.064106,-3.595914
0.627500,4.062304,-3.605233
0.628000,4.060496,-3.614537
0.628500,4.058684,-3.623827
0.629000,4.056868,-3.633103
0.629500,4.055047,-3.642365
0.630000,4.053221,-3.651612
0.630500,4.051390,-3.660845
0.631000,4.049555,-3.670063
0.631500,4.047716,-3.679267
0.632000,4.045872,-3.688457
0.632500,4.044023,-3.697633
0.633000,4.042169,-3.706794
0.633500,4.040311,-3.715941
0.634000,4.038449,-3.725074
0.634500,4.036582,-3.734192
0.635000,4.034710,-3.743296
0.635500,4.032834,-3.752386
0.636000,4.030953,-3.761461
0.636500,4.029068,-3.770522
0.637000,4.027178,-3.779569
0.637500,4.025284,-3.788602
0.638000,4.023385,-3.797620
0.638500,4.021482,-3.806624
0.639000,4.019574,-3.815614
0.639500,4.017662,-3.824590
0.640000,4.015745,-3.833551
0.640500,4.013824,-3.842498
0.641000,4.011898,-3.851431
0.641500,4.009968,-3.860349
0.642000,4.008033,-3.869253
0.642500,4.006094,-3.878143
0.643000,4.004150,-3.887019
0.643500,4.002203,-3.895881
0.644000,4.000250,-3.904728
0.644500,3.998293,-3.913561
0.645000,3.996332,-3.922380
0.645500,3.994367,-3.931185
0.646000,3.992397,-3.939975
0.646500,3.990422,-3.948751
0.647000,3.988443,-3.957513
0.647500,3.986460,-3.966261
0.648000,3.984473,-3.974995
0.648500,3.982481,-3.983714
0.649000,3.980485,-3.992419
0.649500,3.978484,-4.001110
0.650000,3.976479,-4.009787
0.650500,3.974470,-4.018450
0.651000,3.972457,-4.027098
0.651500,3.970439,-4.035732
0.652000,3.968417,-4.044352
0.652500,3.966390,-4.052958
0.653000,3.964359,-4.061550
0.653500,3.962324,-4.070127
0.654000,3.960285,-4.078691
0.654500,3.958241,-4.087240
0.655000,3.956193,-4.095775
0.655500,3.954141,-4.104296
0.656000,3.952085,-4.112803
0.656500,3.950024,-4.121295
0.657000,3.947959,-4.129774
0.657500,3.945890,-4.138238
0.658000,3.943817,-4.146688
0.658500,3.941739,-4.155124
0.659000,3.939657,-4.163546
0.659500,3.937572,-4.171954
0.660000,3.935481,-4.180348
0.660500,3.933387,-4.188727
0.661000,3.931288,-4.197093
0.661500,3.929186,-4.205444
0.662000,3.927079,-4.213781
0.662500,3.924968,-4.222104
0.663000,3.922853,-4.230413
0.663500,3.920733,-4.238708
0.664000,3.918610,-4.246989
0.664500,3.916482,-4.255256
0.665000,3.914350,-4.263508
0.665500,3.912214,-4.271747
0.666000,3.910074,-4.279971
0.666500,3.907930,-4.288182
0.667000,3.905782,-4.296378
0.667500,3.903630,-4.304560
0.668000,3.901474,-4.312728
0.668500,3.899313,-4.320882
0.669000,3.897149,-4.329022
0.669500,3.894980,-4.337148
0.670000,3.892807,-4.345260
0.670500,3.890631,-4.353358
0.671000,3.888450,-4.361442
0.671500,3.886265,-4.369511
0.672000,3.884076,-4.377567
0.672500,3.881884,-4.385609
0.673000,3.879687,-4.393636
0.673500,3.877486,-4.401650
0.674000,3.875281,-4.409649
0.674500,3.873072,-4.417635
0.675000,3.870860,-4.425606
0.675500,3.868643,-4.433564
0.676000,3.866422,-4.441507
0.676500,3.864197,-4.449436
0.677000,3.861969,-4.457352
0.677500,3.859736,-4.465253
0.678000,3.857499,-4.473140
0.678500,3.855259,-4.481014
0.679000,3.853014,-4.488873
0.679500,3.850766,-4.496719
0.680000,3.848514,-4.504550
0.680500,3.846258,-4.512367
0.681000,3.843998,-4.520171
0.681500,3.841734,-4.527960
0.682000,3.839466,-4.535735
0.682500,3.837194,-4.543497
0.683000,3.834918,-4.551244
0.683500,3.832639,-4.558978
0.684000,3.830356,-4.566697
0.684500,3.828068,-4.574403
0.685000,3.825777,-4.582095
0.685500,3.823482,-4.589772
0.686000,3.821184,-4.597436
0.686500,3.818881,-4.605086
0.687000,3.816575,-4.612721
0.687500,3.814265,-4.620343
0.688000,3.811951,-4.627951
0.688500,3.809633,-4.635545
0.689000,3.807311,-4.643125
0.689500,3.804986,-4.650691
0.690000,3.802657,-4.658243
0.690500,3.800324,-4.665782
0.691000,3.797987,-4.673306
0.691500,3.795647,-4.680816
0.692000,3.793303,-4.688313
0.692500,3.790955,-4.695795
0.693000,3.788603,-4.703264
0.693500,3.786248,-4.710719
0.694000,3.783889,-4.718160
0.694500,3.781526,-4.725587
0.695000,3.779159,-4.733000
0.695500,3.776789,-4.740399
0.696000,3.774415,-4.747784
0.696500,3.772038,-4.755155
0.697000,3.769657,-4.762513
0.697500,3.767272,-4.769857
0.698000,3.764883,-4.777186
0.698500,3.762491,-4.784502
0.699000,3.760095,-4.791804
0.699500,3.757695,-4.799092
0.700000,3.755292,-4.806367
0.700500,3.752885,-4.813627
0.701000,3.750475,-4.820874
0.701500,3.748061,-4.828106
0.702000,3.745643,-4.835325
0.702500,3.743222,-4.842530
0.703000,3.740797,-4.849722
0.703500,3.738369,-4.856899
0.704000,3.735937,-4.864062
0.704500,3.733501,-4.871212
0.705000,3.731062,-4.878348
0.705500,3.728619,-4.885470
0.706000,3.726173,-4.892578
0.706500,3.723723,-4.899673
0.707000,3.721270,-4.906753
0.707500,3.718813,-4.913820
0.708000,3.716352,-4.920873
0.708500,3.713888,-4.927912
0.709000,3.711421,-4.934938
0.709500,3.708950,-4.941949
0.710000,3.706475,-4.948947
0.710500,3.703997,-4.955931
0.711000,3.701516,-4.962901
0.711500,3.699031,-4.969858
0.712000,3.696543,-4.976800
0.712500,3.694051,-4.983729
0.713000,3.691555,-4.990644
0.713500,3.689057,-4.997546
0.714000,3.686554,-5.004433
0.714500,3.684049,-5.011307
0.715000,3.681540,-5.018167
0.715500,3.679027,-5.025013
0.716000,3.676511,-5.031846
0.716500,3.673992,-5.038665
0.717000,3.671469,-5.045470
0.717500,3.668943,-5.052261
0.718000,3.666413,-5.059039
0.718500,3.663881,-5.065803
0.719000,3.661344,-5.072553
0.719500,3.658805,-5.079289
0.720000,3.656262,-5.086012
0.720500,3.653715,-5.092721
0.721000,3.651166,-5.099416
0.721500,3.648613,-5.106098
0.722000,3.646056,-5.112766
0.722500,3.643496,-5.119420
0.723000,3.640933,-5.126060
0.723500,3.638367,-5.132687
0.724000,3.635797,-5.139300
0.724500,3.633224,-5.145899
0.725000,3.630648,-5.152485
0.725500,3.628069,-5.159057
0.726000,3.625486,-5.165615
0.726500,3.622900,-5.172160
0.727000,3.620310,-5.178691
0.727500,3.617718,-5.185208
0.728000,3.615122,-5.191712
0.728500,3.612523,-5.198202
0.729000,3.609921,-5.204678
0.729500,3.607315,-5.211141
0.730000,3.604706,-5.217590
0.730500,3.602094,-5.224026
0.731000,3.599479,-5.230447
0.731500,3.596861,-5.236856
0.732000,3.594239,-5.243250
0.732500,3.591614,-5.249631
0.733000,3.588986,-5.255998
0.733500,3.586355,-5.262352
0.734000,3.583721,-5.268692
0.734500,3.581083,-5.275018
0.735000,3.578442,-5.281331
0.735500,3.575799,-5.287630
0.736000,3.573152,-5.293916
0.736500,3.570502,-5.300188
0.737000,3.567848,-5.306446
0.737500,3.565192,-5.312691
0.738000,3.562533,-5.318922
0.738500,3.559870,-5.325140
0.739000,3.557204,-5.331344
0.739500,3.554536,-5.337534
0.740000,3.551864,-5.343711
0.740500,3.549189,-5.349875
0.741000,3.546511,-5.356025
0.741500,3.543830,-5.362161
0.742000,3.541145,-5.368284
0.742500,3.538458,-5.374393
0.743000,3.535768,-5.380488
0.743500,3.533075,-5.386570
0.744000,3.530378,-5.392639
0.744500,3.527679,-5.398694
0.745000,3.524977,-5.404735
0.745500,3.522271,-5.410763
0.746000,3.519563,-5.416778
0.746500,3.516852,-5.422779
0.747000,3.514137,-5.428766
0.747500,3.511420,-5.434740
0.748000,3.508699,-5.440700
0.748500,3.505976,-5.446647
0.749000,3.503250,-5.452581
0.749500,3.500521,-5.458500
0.750000,3.497788,-5.464407
0.750500,3.495053,-5.470300
0.751000,3.492315,-5.476179
0.751500,3.489574,-5.482045
0.752000,3.486830,-5.487898
0.752500,3.484083,-5.493737
0.753000,3.481334,-5.499562
0.753500,3.478581,-5.505374
0.754000,3.475825,-5.511173
0.754500,3.473067,-5.516958
0.755000,3.470305,-5.522730
0.755500,3.467541,-5.528488
0.756000,3.464774,-5.534233
0.756500,3.462004,-5.539965
0.757000,3.459231,-5.545683
0.757500,3.456456,-5.551387
0.758000,3.453677,-5.557078
0.758500,3.450896,-5.562756
0.759000,3.448111,-5.568420
0.759500,3.445324,-5.574071
0.760000,3.442535,-5.579709
0.760500,3.439742,-5.585333
0.761000,3.436946,-5.590944
0.761500,3.434148,-5.596541
0.762000,3.431347,-5.602125
0.762500,3.428543,-5.607696
0.763000,3.425737,-5.613253
0.763500,3.422927,-5.618797
0.764000,3.420115,-5.624327
0.764500,3.417300,-5.629844
0.765000,3.414482,-5.635348
0.765500,3.411662,-5.640838
0.766000,3.408839,-5.646315
0.766500,3.406013,-5.651779
0.767000,3.403184,-5.657229
0.767500,3.400353,-5.662666
0.768000,3.397519,-5.668090
0.768500,3.394682,-5.673501
0.769000,3.391843,-5.678898
0.769500,3.389001,-5.684281
0.770000,3.386156,-5.689652
0.770500,3.383308,-5.695009
0.771000,3.380458,-5.700353
0.771500,3.377605,-5.705683
0.772000,3.374750,-5.711000
0.772500,3.371892,-5.716304
0.773000,3.369031,-5.721595
0.773500,3.366167,-5.726872
0.774000,3.363301,-5.732136
0.774500,3.360433,-5.737387
0.775000,3.357561,-5.742624
0.775500,3.354687,-5.747849
0.776000,3.351811,-5.753060
0.776500,3.348932,-5.758257
0.777000,3.346050,-5.763442
0.777500,3.343166,-5.768613
0.778000,3.340279,-5.773771
0.778500,3.337389,-5.778916
0.779000,3.334497,-5.784047
0.779500,3.331603,-5.789166
0.780000,3.328706,-5.794271
0.780500,3.325806,-5.799363
0.781000,3.322904,-5.804441
0.781500,3.319999,-5.809507
0.782000,3.317092,-5.814559
0.782500,3.314182,-5.819598
0.783000,3.311270,-5.824624
0.783500,3.308355,-5.829637
0.784000,3.305437,-5.834636
0.784500,3.302518,-5.839622
0.785000,3.299595,-5.844595
0.785500,3.296671,-5.849555
0.786000,3.293743,-5.854502
0.786500,3.290814,-5.859436
0.787000,3.287881,-5.864356
0.787500,3.284947,-5.869264
0.788000,3.282010,-5.874158
0.788500,3.279070,-5.879039
0.789000,3.276128,-5.883907
0.789500,3.273184,-5.888762
0.790000,3.270237,-5.893603
0.790500,3.267288,-5.898432
0.791000,3.264336,-5.903247
0.791500,3.261382,-5.908050
0.792000,3.258426,-5.912839
0.792500,3.255467,-5.917615
0.793000,3.252506,-5.922378
0.793500,3.249542,-5.927128
0.794000,3.246576,-5.931865
0.794500,3.243608,-5.936589
0.795000,3.240637,-5.941300
0.795500,3.237664,-5.945997
0.796000,3.234689,-5.950682
0.796500,3.231711,-5.955353
0.797000,3.228731,-5.960012
0.797500,3.225749,-5.964657
0.798000,3.222764,-5.969290
0.798500,3.219777,-5.973909
0.799000,3.216788,-5.978515
0.799500,3.213797,-5.983108
0.800000,3.210803,-5.987689
0.800500,3.207807,-5.992256
0.801000,3.204808,-5.996810
0.801500,3.201807,-6.001351
0.802000,3.198805,-6.005880
0.802500,3.195799,-6.010395
0.803000,3.192792,-6.014897
0.803500,3.189782,-6.019386
0.804000,3.186770,-6.023863
0.804500,3.183756,-6.028326
0.805000,3.180740,-6.032776
0.805500,3.177721,-6.037214
0.806000,3.174700,-6.041638
0.806500,3.171677,-6.046049
0.807000,3.168652,-6.050448
0.807500,3.165625,-6.054834
0.808000,3.162595,-6.059206
0.808500,3.159563,-6.063566
