time(s),ankle_torque(Nm),exo_torque(Nm),gravity_torque(Nm),ankle_rtd(Nm/s)
0.218000,-13.210785,-32.742329,-21.133486,16.501765
0.218500,-13.202539,-32.795557,-21.199605,16.491781
0.219000,-13.194298,-32.848726,-21.265655,16.481727
0.219500,-13.186062,-32.901839,-21.331638,16.471605
0.220000,-13.177832,-32.954893,-21.397552,16.461417
0.220500,-13.169606,-33.007890,-21.463399,16.451165
0.221000,-13.161386,-33.060830,-21.529177,16.440851
0.221500,-13.153171,-33.113712,-21.594888,16.430476
0.222000,-13.144961,-33.166537,-21.660531,16.420042
0.222500,-13.136756,-33.219305,-21.726105,16.409552
0.223000,-13.128556,-33.272015,-21.791613,16.399006
0.223500,-13.120362,-33.324669,-21.857052,16.388407
0.224000,-13.112173,-33.377265,-21.922424,16.377756
0.224500,-13.103990,-33.429805,-21.987729,16.367055
0.225000,-13.095811,-33.482288,-22.052966,16.356305
0.225500,-13.087639,-33.534714,-22.118135,16.345508
0.226000,-13.079471,-33.587083,-22.183238,16.334665
0.226500,-13.071309,-33.639396,-22.248273,16.323778
0.227000,-13.063153,-33.691652,-22.313240,16.312848
0.227500,-13.055002,-33.743852,-22.378141,16.301876
0.228000,-13.046857,-33.795995,-22.442974,16.290865
0.228500,-13.038717,-33.848082,-22.507740,16.279814
0.229000,-13.030582,-33.900112,-22.572439,16.268727
0.229500,-13.022454,-33.952087,-22.637072,16.257603
0.230000,-13.014330,-34.004005,-22.701637,16.246444
0.230500,-13.006213,-34.055867,-22.766136,16.235251
0.231000,-12.998101,-34.107673,-22.830567,16.224026
0.231500,-12.989994,-34.159423,-22.894932,16.212769
0.232000,-12.981894,-34.211118,-22.959230,16.201482
0.232500,-12.973799,-34.262756,-23.023462,16.190166
0.233000,-12.965709,-34.314339,-23.087627,16.178822
0.233500,-12.957625,-34.365866,-23.151726,16.167450
0.234000,-12.949547,-34.417337,-23.215758,16.156053
0.234500,-12.941475,-34.468753,-23.279724,16.144630
0.235000,-12.933408,-34.520113,-23.343623,16.133183
0.235500,-12.925348,-34.571418,-23.407456,16.121713
0.236000,-12.917293,-34.622668,-23.471223,16.110220
0.236500,-12.909243,-34.673862,-23.534923,16.098706
0.237000,-12.901200,-34.725001,-23.598558,16.087172
0.237500,-12.893162,-34.776084,-23.662127,16.075618
0.238000,-12.885130,-34.827113,-23.725629,16.064045
0.238500,-12.877104,-34.878086,-23.789066,16.052454
0.239000,-12.869083,-34.929005,-23.852436,16.040846
0.239500,-12.861068,-34.979868,-23.915741,16.029221
0.240000,-12.853060,-35.030677,-23.978980,16.017580
0.240500,-12.845057,-35.081430,-24.042154,16.005924
0.241000,-12.837060,-35.132129,-24.105261,15.994255
0.241500,-12.829068,-35.182773,-24.168303,15.982571
0.242000,-12.821083,-35.233363,-24.231280,15.970874
0.242500,-12.813103,-35.283898,-24.294191,15.959165
0.243000,-12.805130,-35.334378,-24.357036,15.947445
0.243500,-12.797162,-35.384803,-24.419817,15.935713
0.244000,-12.789200,-35.435175,-24.482532,15.923971
0.244500,-12.781244,-35.485492,-24.545181,15.912219
0.245000,-12.773293,-35.535754,-24.607765,15.900458
0.245500,-12.765349,-35.585962,-24.670285,15.888688
0.246000,-12.757411,-35.636116,-24.732739,15.876910
0.246500,-12.749478,-35.686216,-24.795128,15.865124
0.247000,-12.741551,-35.736262,-24.857452,15.853331
